,AAVEUSDT,ADAUSDT,AVAXUSDT,BCHUSDT,BNBUSDT,BTCUSDT,DOGEUSDT,ENAUSDT,ETHUSDT,LINKUSDT,LTCUSDT,PAXGUSDT,PEPEUSDT,SOLUSDT,SUIUSDT,TONUSDT,TRXUSDT,UNIUSDT,XRPUSDT,ZECUSDT
2024-10-01 00:00:00+00:00,158.31,0.3774,27.98,340.6,571.9,63531.99,0.11575,0.3809,2618.82,11.98,67.39,2641.0,1.061e-05,154.17,1.8169,5.738,0.1563,7.54,0.6202,28.11
2024-10-01 01:00:00+00:00,157.57,0.3778,28.05,340.8,573.5,63458.0,0.11646,0.3856,2621.62,11.97,67.62,2641.0,1.068e-05,154.34,1.8559,5.738,0.1559,7.523,0.6218,27.94
2024-10-01 02:00:00+00:00,157.66,0.3787,28.17,342.9,573.6,63443.76,0.11678,0.3821,2619.73,12.04,67.82,2639.0,1.066e-05,153.89,1.8585,5.763,0.156,7.489,0.6225,28.07
2024-10-01 03:00:00+00:00,159.23,0.382,28.4,344.8,576.9,63723.48,0.11773,0.3938,2629.83,12.1,67.9,2640.0,1.088e-05,155.09,1.8936,5.802,0.1564,7.639,0.6231,28.35
2024-10-01 04:00:00+00:00,160.07,0.3826,28.53,344.7,581.4,63868.94,0.11834,0.3912,2644.6,12.17,68.14,2641.0,1.097e-05,155.73,1.8866,5.818,0.1565,7.675,0.6194,28.39
2024-10-01 05:00:00+00:00,161.73,0.382,28.36,344.9,580.0,63749.99,0.11787,0.3833,2639.9,12.14,67.9,2642.0,1.092e-05,155.47,1.8871,5.791,0.1566,7.67,0.6216,28.23
2024-10-01 06:00:00+00:00,164.2,0.3847,28.69,346.6,582.1,64033.98,0.11876,0.3841,2656.4,12.24,68.17,2645.0,1.128e-05,156.84,1.8526,5.819,0.1565,7.787,0.6233,28.53
2024-10-01 07:00:00+00:00,164.03,0.3841,28.59,346.0,581.1,64045.92,0.11861,0.382,2645.61,12.21,68.21,2645.0,1.124e-05,156.79,1.8555,5.816,0.1566,7.758,0.6285,28.58
2024-10-01 08:00:00+00:00,163.22,0.3838,28.64,344.8,580.3,63956.0,0.11803,0.378,2640.99,12.15,68.17,2645.0,1.121e-05,156.37,1.8716,5.804,0.1566,7.814,0.6275,28.43
2024-10-01 09:00:00+00:00,162.31,0.3835,28.65,344.1,578.3,63864.46,0.11811,0.378,2635.18,12.15,68.43,2646.0,1.12e-05,156.82,1.8851,5.832,0.1569,7.732,0.63,28.4
2024-10-01 10:00:00+00:00,162.66,0.3856,28.86,344.3,579.3,63910.12,0.11872,0.3815,2638.02,12.2,68.43,2645.0,1.128e-05,157.11,1.8896,5.827,0.1568,7.761,0.6325,28.47
2024-10-01 11:00:00+00:00,163.18,0.3843,28.66,343.1,577.4,63734.0,0.11809,0.3788,2628.87,12.16,68.11,2647.0,1.121e-05,156.46,1.892,5.805,0.1568,7.685,0.6287,28.42
2024-10-01 12:00:00+00:00,163.03,0.3847,28.63,341.4,577.6,63668.21,0.11756,0.3761,2621.85,12.08,68.06,2650.0,1.121e-05,156.07,1.884,5.795,0.1569,7.685,0.6293,28.47
2024-10-01 13:00:00+00:00,158.19,0.3766,27.96,336.2,568.6,62866.8,0.11482,0.3661,2580.7,11.91,67.17,2660.0,1.091e-05,153.72,1.8724,5.688,0.1562,7.422,0.6184,28.35
2024-10-01 14:00:00+00:00,153.61,0.3684,27.1,330.8,561.5,62598.0,0.11169,0.3558,2549.54,11.61,65.87,2659.0,1.062e-05,150.8,1.7768,5.523,0.1556,7.242,0.6109,27.99
2024-10-01 15:00:00+00:00,151.23,0.3664,26.69,328.0,561.5,62628.85,0.11068,0.3711,2524.81,11.43,65.29,2661.0,1.068e-05,149.61,1.7958,5.468,0.1549,7.196,0.612,27.83
2024-10-01 16:00:00+00:00,150.23,0.3626,26.53,325.8,556.5,62448.0,0.10924,0.3684,2509.78,11.36,64.62,2673.0,1.05e-05,148.5,1.7821,5.458,0.1548,7.082,0.6063,27.5
2024-10-01 17:00:00+00:00,150.07,0.3566,26.35,323.3,551.9,62151.99,0.10786,0.3669,2505.99,11.23,64.1,2667.0,1.046e-05,147.67,1.7745,5.414,0.1539,7.068,0.597,26.92
2024-10-01 18:00:00+00:00,149.68,0.3568,26.17,322.1,551.0,61987.99,0.10787,0.3622,2502.0,11.15,64.06,2666.0,1.022e-05,147.35,1.7442,5.373,0.1541,7.057,0.6204,26.77
2024-10-01 19:00:00+00:00,148.48,0.3532,25.92,320.1,548.8,61755.99,0.10599,0.3551,2488.71,11.04,63.66,2668.0,9.89e-06,145.42,1.7309,5.365,0.1538,6.98,0.6105,26.76
2024-10-01 20:00:00+00:00,146.36,0.3535,25.9,317.5,543.6,60809.02,0.10653,0.362,2451.78,11.06,62.95,2674.0,9.68e-06,145.08,1.7449,5.324,0.1537,6.942,0.6066,26.8
2024-10-01 21:00:00+00:00,148.17,0.3533,26.22,320.1,549.9,61142.01,0.10763,0.3603,2471.84,11.1,63.68,2684.0,9.9e-06,146.26,1.7796,5.373,0.1539,6.98,0.6017,26.81
2024-10-01 22:00:00+00:00,146.09,0.3502,25.96,317.7,547.7,60767.99,0.10659,0.3527,2453.93,11.02,63.35,2685.0,9.73e-06,144.68,1.7609,5.362,0.1535,6.894,0.5951,26.44
2024-10-01 23:00:00+00:00,144.81,0.352,25.82,317.8,547.3,60805.78,0.10685,0.3542,2447.79,11.01,63.41,2678.0,9.7e-06,145.13,1.7571,5.378,0.1536,6.869,0.5967,26.64
2024-10-02 00:00:00+00:00,146.59,0.354,25.84,318.8,549.5,61046.26,0.10749,0.3573,2464.22,11.07,63.68,2690.0,9.83e-06,144.53,1.7588,5.404,0.1533,6.938,0.6023,26.8
2024-10-02 01:00:00+00:00,148.61,0.3574,26.24,322.2,553.9,61522.89,0.10815,0.3626,2480.64,11.17,64.14,2684.0,9.87e-06,146.22,1.8088,5.436,0.1536,6.976,0.6064,26.95
2024-10-02 02:00:00+00:00,148.27,0.3596,26.32,323.8,554.6,61782.89,0.1083,0.3645,2492.52,11.22,64.2,2687.0,1.001e-05,147.32,1.8042,5.446,0.1539,7.043,0.6047,27.18
2024-10-02 03:00:00+00:00,149.16,0.3619,26.38,323.7,554.5,61750.47,0.10836,0.3609,2489.6,11.22,64.3,2667.0,9.98e-06,147.21,1.817,5.448,0.1542,7.013,0.6026,27.31
2024-10-02 04:00:00+00:00,148.31,0.3576,26.27,322.2,553.6,61495.79,0.10779,0.3572,2486.98,11.18,63.99,2668.0,9.92e-06,146.67,1.8444,5.43,0.1542,7.012,0.604,27.18
2024-10-02 05:00:00+00:00,147.7,0.3564,26.17,321.9,552.9,61489.71,0.10773,0.3548,2478.0,11.2,64.03,2662.0,9.94e-06,146.69,1.8614,5.444,0.1544,7.058,0.5987,27.2
2024-10-02 06:00:00+00:00,149.15,0.359,26.55,323.3,556.1,61700.01,0.10904,0.3698,2485.84,11.28,64.49,2654.0,1.025e-05,148.39,1.9091,5.504,0.1545,7.209,0.5991,27.43
2024-10-02 07:00:00+00:00,149.17,0.3592,26.6,322.4,556.3,61727.4,0.10848,0.3711,2482.04,11.25,64.54,2658.0,1.01e-05,147.75,1.8935,5.484,0.1541,7.195,0.6005,27.48
2024-10-02 08:00:00+00:00,149.08,0.3586,26.61,323.2,555.3,61806.01,0.10847,0.3781,2480.79,11.25,64.56,2658.0,1.013e-05,148.01,1.9091,5.49,0.1545,7.288,0.6013,27.38
2024-10-02 09:00:00+00:00,146.27,0.3517,25.99,317.3,549.2,61271.25,0.10639,0.3628,2452.67,11.04,63.68,2660.0,9.74e-06,146.05,1.8725,5.401,0.1539,7.143,0.5899,26.81
2024-10-02 10:00:00+00:00,145.54,0.3496,25.83,316.2,546.8,61188.28,0.10594,0.3602,2450.99,11.03,63.54,2658.0,9.59e-06,145.79,1.8618,5.398,0.1537,7.006,0.5897,26.71
2024-10-02 11:00:00+00:00,144.99,0.3506,25.99,318.1,546.8,61164.01,0.10628,0.358,2455.22,11.07,63.73,2658.0,9.62e-06,146.14,1.8327,5.422,0.154,7.015,0.5858,26.65
2024-10-02 12:00:00+00:00,139.71,0.3471,25.66,314.5,542.3,60798.8,0.10465,0.353,2435.33,10.96,63.28,2660.0,9.43e-06,143.96,1.8302,5.369,0.1537,6.909,0.587,26.65
2024-10-02 13:00:00+00:00,141.05,0.3503,25.9,318.6,545.6,61350.0,0.10599,0.3415,2450.32,10.96,63.71,2665.0,9.75e-06,145.98,1.8795,5.397,0.1543,6.97,0.585,27.06
2024-10-02 14:00:00+00:00,140.79,0.3474,25.79,316.6,544.7,61077.78,0.10514,0.3344,2434.39,10.83,63.17,2658.0,9.67e-06,145.26,1.8628,5.366,0.1541,6.905,0.5805,26.79
2024-10-02 15:00:00+00:00,144.2,0.3519,26.22,320.4,549.4,61874.01,0.10621,0.3448,2460.4,10.93,63.77,2662.0,9.81e-06,147.46,1.8914,5.414,0.1547,7.018,0.5846,27.09
2024-10-02 16:00:00+00:00,143.21,0.3491,25.96,319.4,548.0,61800.0,0.10626,0.3441,2452.84,10.83,63.85,2659.0,9.75e-06,146.0,1.8667,5.422,0.155,6.961,0.5839,26.86
2024-10-02 17:00:00+00:00,142.43,0.3468,25.87,318.6,547.5,61628.01,0.1058,0.3432,2446.71,10.76,63.92,2665.0,9.68e-06,145.72,1.8333,5.47,0.1552,6.89,0.5821,26.62
2024-10-02 18:00:00+00:00,139.25,0.3389,25.29,311.8,538.4,60762.09,0.10384,0.3257,2389.82,10.55,62.93,2660.0,9.32e-06,142.26,1.7735,5.32,0.1543,6.711,0.5694,26.03
2024-10-02 19:00:00+00:00,139.04,0.3392,25.23,315.8,539.3,60190.01,0.1043,0.3291,2371.77,10.6,62.98,2662.0,9.25e-06,139.98,1.8145,5.336,0.1542,6.669,0.5753,25.95
2024-10-02 20:00:00+00:00,140.53,0.3438,25.51,317.9,543.9,60924.0,0.1055,0.3332,2386.1,10.64,63.17,2663.0,9.37e-06,140.85,1.8031,5.355,0.1546,6.719,0.5708,26.12
2024-10-02 21:00:00+00:00,138.88,0.3436,25.45,315.7,543.4,60831.99,0.10488,0.328,2378.94,10.59,62.86,2674.0,9.2e-06,140.83,1.8043,5.341,0.1545,6.691,0.5411,25.91
2024-10-02 22:00:00+00:00,140.25,0.3454,25.57,316.3,545.1,60851.74,0.10553,0.3271,2382.12,10.64,62.89,2668.0,9.31e-06,141.56,1.834,5.354,0.1547,6.727,0.5451,25.94
2024-10-02 23:00:00+00:00,139.14,0.3432,25.33,316.1,542.5,60649.28,0.10462,0.3205,2364.1,10.66,62.95,2669.0,9.24e-06,140.18,1.856,5.29,0.1544,6.671,0.5383,25.92
2024-10-03 00:00:00+00:00,140.39,0.3426,25.39,317.3,545.1,60988.01,0.10553,0.3268,2372.16,10.74,63.2,2671.0,9.42e-06,140.7,1.9046,5.245,0.1541,6.701,0.532,26.05
2024-10-03 01:00:00+00:00,142.16,0.3466,25.45,319.2,546.8,61024.0,0.10639,0.3275,2384.53,10.72,63.67,2668.0,9.4e-06,141.4,1.9698,5.246,0.154,6.75,0.5338,26.3
2024-10-03 02:00:00+00:00,141.98,0.3478,25.45,319.0,547.7,61185.17,0.10614,0.3202,2391.8,10.74,63.87,2664.0,9.44e-06,142.04,1.9438,5.257,0.1544,6.768,0.5408,26.26
2024-10-03 03:00:00+00:00,142.65,0.3492,25.56,320.0,549.9,61463.99,0.10611,0.3057,2399.32,10.85,63.95,2663.0,9.5e-06,142.88,1.9469,5.317,0.1548,6.766,0.5377,26.37
2024-10-03 04:00:00+00:00,140.98,0.3476,25.49,319.4,549.3,61326.0,0.10571,0.3111,2397.54,10.83,63.71,2665.0,9.36e-06,142.08,1.9232,5.288,0.1549,6.733,0.5376,26.24
2024-10-03 05:00:00+00:00,140.33,0.3455,25.48,317.8,548.8,61176.01,0.10525,0.3144,2383.62,10.74,63.55,2662.0,9.23e-06,141.28,1.9121,5.288,0.1546,6.689,0.5344,26.14
2024-10-03 06:00:00+00:00,140.88,0.348,25.5,318.6,549.3,61334.01,0.10573,0.3116,2389.11,10.76,63.83,2666.0,9.28e-06,141.67,1.9106,5.305,0.1548,6.714,0.5322,26.21
2024-10-03 07:00:00+00:00,139.19,0.3426,24.89,315.3,545.3,60926.0,0.10466,0.3013,2364.66,10.63,63.32,2652.0,9.1e-06,139.9,1.862,5.252,0.1548,6.603,0.5188,25.53
2024-10-03 08:00:00+00:00,135.98,0.3349,24.53,311.7,540.8,60354.0,0.10231,0.2932,2337.52,10.46,62.71,2655.0,8.82e-06,136.14,1.862,5.194,0.1541,6.469,0.5138,24.99
2024-10-03 09:00:00+00:00,138.83,0.3398,24.69,314.0,543.1,60720.48,0.10373,0.3012,2352.77,10.6,63.21,2652.0,8.92e-06,137.33,1.8683,5.232,0.1541,6.569,0.5196,25.2
2024-10-03 10:00:00+00:00,139.11,0.3426,25.0,316.1,542.2,61025.98,0.10497,0.305,2368.58,10.66,63.43,2656.0,9.05e-06,138.27,1.9205,5.259,0.1542,6.619,0.5241,25.39
2024-10-03 11:00:00+00:00,138.11,0.3392,24.69,314.2,538.4,60764.74,0.10396,0.2982,2352.34,10.53,62.87,2656.0,8.86e-06,136.85,1.8729,5.233,0.1539,6.536,0.5173,25.18
2024-10-03 12:00:00+00:00,142.1,0.3394,24.48,313.2,539.7,60469.95,0.10382,0.2982,2352.35,10.57,63.04,2655.0,8.84e-06,136.12,1.8674,5.229,0.154,6.567,0.5203,25.33
2024-10-03 13:00:00+00:00,141.22,0.3396,24.43,310.7,541.5,60382.05,0.10412,0.2983,2347.29,10.52,62.93,2657.0,8.83e-06,136.94,1.8651,5.268,0.1539,6.553,0.5213,25.23
2024-10-03 14:00:00+00:00,139.05,0.3358,24.03,314.2,537.3,60172.01,0.10245,0.2865,2317.55,10.4,62.3,2656.0,8.68e-06,134.82,1.8094,5.23,0.1544,6.465,0.5173,25.05
2024-10-03 15:00:00+00:00,139.6,0.3391,24.37,317.7,541.4,60641.5,0.10402,0.2922,2340.59,10.54,62.77,2657.0,8.66e-06,135.58,1.7149,5.271,0.1548,6.519,0.5226,25.19
2024-10-03 16:00:00+00:00,140.07,0.336,24.19,313.0,539.4,60168.0,0.10293,0.2761,2324.9,10.47,62.57,2671.0,8.46e-06,135.02,1.6419,5.257,0.1547,6.46,0.5146,25.13
2024-10-03 17:00:00+00:00,141.6,0.3381,24.46,317.4,542.4,60632.0,0.10371,0.2864,2343.83,10.55,63.0,2665.0,8.55e-06,135.97,1.6868,5.281,0.1555,6.538,0.5209,25.32
2024-10-03 18:00:00+00:00,141.37,0.3377,24.48,318.1,544.4,60722.31,0.10411,0.2869,2344.15,10.56,62.95,2666.0,8.54e-06,136.08,1.722,5.295,0.1558,6.511,0.5232,25.43
2024-10-03 19:00:00+00:00,143.1,0.3427,24.77,319.7,545.8,61036.0,0.10501,0.2872,2353.51,10.66,63.37,2664.0,8.69e-06,137.31,1.7373,5.321,0.1566,6.549,0.5272,25.65
2024-10-03 20:00:00+00:00,142.27,0.3415,24.56,317.9,542.9,60773.99,0.10426,0.281,2341.97,10.61,63.15,2660.0,8.56e-06,136.08,1.6768,5.29,0.1571,6.503,0.5239,25.55
2024-10-03 21:00:00+00:00,143.4,0.3435,24.73,318.9,544.6,60807.13,0.10489,0.2834,2350.42,10.64,63.37,2669.0,8.6e-06,137.11,1.6908,5.32,0.1575,6.556,0.5251,25.67
2024-10-03 22:00:00+00:00,142.63,0.3455,24.71,319.9,544.9,60895.27,0.10515,0.2807,2352.08,10.65,63.44,2666.0,8.67e-06,136.94,1.6753,5.321,0.1575,6.578,0.5249,25.71
2024-10-03 23:00:00+00:00,143.73,0.3453,24.66,320.3,544.8,60752.71,0.10507,0.2794,2349.8,10.66,63.44,2666.0,8.64e-06,136.82,1.6633,5.332,0.1577,6.566,0.5217,25.64
2024-10-04 00:00:00+00:00,141.71,0.343,24.44,320.5,542.7,60504.01,0.10484,0.2793,2340.36,10.6,63.37,2667.0,8.49e-06,135.98,1.6305,5.309,0.1568,6.534,0.5155,25.38
2024-10-04 01:00:00+00:00,144.16,0.3467,24.95,324.0,549.0,61218.0,0.10665,0.2867,2377.56,10.79,64.38,2667.0,8.83e-06,138.15,1.6905,5.385,0.157,6.655,0.5238,25.9
2024-10-04 02:00:00+00:00,144.71,0.3466,25.02,319.7,546.3,61036.14,0.10659,0.2824,2370.4,10.75,64.07,2670.0,8.81e-06,137.6,1.6464,5.353,0.1566,6.654,0.523,25.93
2024-10-04 03:00:00+00:00,146.96,0.3455,24.92,319.7,546.8,60951.99,0.10639,0.2839,2367.06,10.74,64.05,2670.0,8.76e-06,137.33,1.6515,5.34,0.1567,6.628,0.5247,25.93
2024-10-04 04:00:00+00:00,147.34,0.3465,24.96,319.7,547.7,61001.44,0.10698,0.2873,2374.22,10.78,64.21,2670.0,8.78e-06,137.72,1.6821,5.331,0.1566,6.676,0.526,26.15
2024-10-04 05:00:00+00:00,149.99,0.3498,25.15,321.9,549.5,61224.34,0.1083,0.2905,2383.34,10.91,64.48,2674.0,8.88e-06,139.27,1.6928,5.361,0.1566,6.75,0.5282,26.32
2024-10-04 06:00:00+00:00,151.12,0.3476,25.03,319.8,547.9,61119.99,0.10744,0.2865,2374.97,10.9,64.11,2668.0,8.9e-06,138.49,1.7068,5.322,0.1571,6.692,0.5209,26.16
2024-10-04 07:00:00+00:00,149.63,0.3499,25.29,321.5,550.6,61443.64,0.10802,0.2891,2381.6,10.97,64.39,2667.0,8.98e-06,139.56,1.6954,5.331,0.157,6.775,0.5241,26.32
2024-10-04 08:00:00+00:00,148.43,0.3499,25.45,320.0,552.0,61449.73,0.10803,0.2918,2381.51,10.97,64.27,2665.0,9.01e-06,140.03,1.7451,5.339,0.1573,6.753,0.5232,26.38
2024-10-04 09:00:00+00:00,148.29,0.3512,25.5,320.8,551.0,61339.43,0.10741,0.2886,2377.15,10.98,64.34,2667.0,8.97e-06,139.77,1.7583,5.354,0.1571,6.7,0.523,26.47
2024-10-04 10:00:00+00:00,147.37,0.3501,25.43,319.9,552.3,61284.01,0.10735,0.2873,2375.17,10.99,64.13,2668.0,8.99e-06,139.45,1.7485,5.357,0.1573,6.672,0.5237,26.39
2024-10-04 11:00:00+00:00,148.09,0.3533,25.71,321.1,553.4,61449.84,0.10854,0.2895,2386.2,10.99,64.32,2669.0,9.11e-06,140.1,1.7387,5.37,0.1574,6.702,0.5251,26.47
2024-10-04 12:00:00+00:00,150.08,0.3548,25.9,323.7,556.1,61932.24,0.10998,0.293,2397.35,11.07,64.47,2654.0,9.25e-06,142.28,1.7845,5.385,0.1573,6.735,0.5276,26.82
2024-10-04 13:00:00+00:00,147.4,0.3523,25.74,322.0,551.5,61580.02,0.10821,0.2888,2378.59,11.0,64.21,2663.0,9.25e-06,141.16,1.7674,5.348,0.1573,6.653,0.5235,26.72
2024-10-04 14:00:00+00:00,147.16,0.3505,25.64,321.1,548.2,61239.99,0.1074,0.2891,2367.21,11.03,64.25,2667.0,9.03e-06,139.86,1.7253,5.342,0.1574,6.649,0.5203,26.65
2024-10-04 15:00:00+00:00,149.44,0.353,26.14,322.9,553.7,61873.04,0.10826,0.2929,2417.05,11.17,64.56,2665.0,9.23e-06,142.43,1.7503,5.398,0.1573,6.723,0.5219,27.08
2024-10-04 16:00:00+00:00,150.41,0.3549,26.45,324.9,556.2,62244.0,0.10914,0.2937,2433.73,11.21,64.99,2657.0,9.39e-06,143.85,1.7478,5.396,0.1569,6.797,0.5319,26.78
2024-10-04 17:00:00+00:00,151.65,0.3518,26.16,323.9,553.3,61983.32,0.10869,0.3011,2415.25,11.1,64.77,2663.0,9.35e-06,142.82,1.764,5.384,0.1567,6.728,0.5315,26.68
2024-10-04 18:00:00+00:00,151.73,0.3532,26.37,325.4,556.8,62345.0,0.10947,0.301,2432.2,11.14,65.11,2655.0,9.47e-06,143.91,1.7641,5.414,0.1568,6.776,0.5388,26.77
2024-10-04 19:00:00+00:00,152.69,0.3534,26.29,325.2,557.3,62368.0,0.11042,0.312,2428.9,11.13,65.14,2661.0,9.54e-06,143.89,1.7868,5.406,0.1569,6.764,0.536,26.8
2024-10-04 20:00:00+00:00,151.42,0.3517,26.34,324.6,556.7,62407.69,0.11011,0.3191,2429.3,11.13,65.05,2662.0,9.46e-06,143.71,1.7899,5.411,0.1566,6.744,0.5345,26.91
2024-10-04 21:00:00+00:00,151.06,0.3512,26.25,324.2,555.7,62274.45,0.10956,0.3137,2424.35,11.07,64.84,2655.0,9.36e-06,143.57,1.7692,5.401,0.1566,6.723,0.5346,26.76
2024-10-04 22:00:00+00:00,150.88,0.3508,26.22,324.1,556.1,62213.14,0.10936,0.312,2420.91,11.08,64.95,2657.0,9.34e-06,142.93,1.753,5.402,0.1567,6.719,0.5343,26.78
2024-10-04 23:00:00+00:00,151.25,0.3517,26.27,324.8,555.3,62086.0,0.10924,0.3096,2414.41,11.08,64.95,2661.0,9.39e-06,143.24,1.7731,5.401,0.1565,6.718,0.534,26.81
2024-10-05 00:00:00+00:00,151.54,0.3546,26.38,325.5,557.6,62170.0,0.11007,0.317,2425.15,11.13,65.37,2661.0,9.55e-06,144.0,1.7554,5.415,0.1564,6.774,0.5345,26.98
2024-10-05 01:00:00+00:00,150.14,0.3536,26.19,324.6,556.6,62069.99,0.1091,0.3119,2417.91,11.11,65.43,2660.0,9.45e-06,143.56,1.7439,5.396,0.1557,6.722,0.5326,26.91
2024-10-05 02:00:00+00:00,148.93,0.3502,25.86,321.3,553.1,61812.0,0.10802,0.3015,2401.57,11.02,64.98,2658.0,9.25e-06,142.37,1.7177,5.375,0.1554,6.67,0.5282,26.68
2024-10-05 03:00:00+00:00,149.29,0.3497,25.85,322.4,553.6,61861.99,0.10789,0.2987,2399.6,11.04,64.91,2656.0,9.18e-06,141.83,1.6952,5.38,0.1553,6.686,0.5277,26.62
2024-10-05 04:00:00+00:00,150.65,0.3509,25.97,322.5,556.1,61950.01,0.10827,0.2997,2405.56,11.11,65.3,2661.0,9.27e-06,142.35,1.7141,5.398,0.155,6.715,0.5296,26.87
2024-10-05 05:00:00+00:00,151.11,0.3533,26.3,324.1,558.4,62149.47,0.10912,0.3052,2417.94,11.2,65.42,2663.0,9.42e-06,143.53,1.716,5.412,0.1551,6.783,0.5324,26.97
2024-10-05 06:00:00+00:00,151.45,0.3537,26.2,324.7,561.3,62224.0,0.1092,0.3078,2424.28,11.23,65.55,2662.0,9.43e-06,144.35,1.7341,5.418,0.1547,6.798,0.5343,27.05
2024-10-05 07:00:00+00:00,149.92,0.3555,26.01,323.9,561.9,62076.19,0.10875,0.3004,2415.1,11.21,65.18,2659.0,9.39e-06,143.8,1.72,5.4,0.1545,6.745,0.533,26.98
2024-10-05 08:00:00+00:00,149.98,0.3548,26.05,324.9,564.4,62151.52,0.10956,0.3008,2419.66,11.29,65.5,2658.0,9.49e-06,144.5,1.7228,5.406,0.1547,6.769,0.5328,27.09
2024-10-05 09:00:00+00:00,150.47,0.3533,26.09,324.8,562.8,62252.0,0.10976,0.3023,2425.13,11.36,65.63,2658.0,9.47e-06,144.71,1.7237,5.373,0.1539,6.776,0.5329,27.26
2024-10-05 10:00:00+00:00,150.04,0.3529,25.85,323.0,561.7,62213.84,0.10924,0.2988,2419.22,11.31,65.55,2657.0,9.41e-06,144.0,1.6994,5.365,0.154,6.735,0.5315,27.25
2024-10-05 11:00:00+00:00,149.7,0.3531,25.86,323.4,561.4,62180.0,0.10915,0.299,2417.19,11.3,65.51,2698.0,9.42e-06,143.45,1.7112,5.366,0.1542,6.755,0.5314,27.48
2024-10-05 12:00:00+00:00,150.6,0.3548,25.95,324.2,563.2,62302.03,0.10975,0.3011,2422.8,11.37,65.81,2683.0,9.5e-06,144.1,1.7239,5.361,0.1541,6.822,0.532,27.84
2024-10-05 13:00:00+00:00,148.66,0.352,25.65,322.6,560.8,62153.35,0.10875,0.2942,2409.91,11.28,65.65,2676.0,9.43e-06,142.79,1.7124,5.313,0.1541,6.791,0.5304,27.54
2024-10-05 14:00:00+00:00,148.74,0.3522,25.7,323.5,562.1,62196.01,0.10917,0.2931,2414.46,11.3,65.67,2680.0,9.5e-06,143.13,1.7151,5.329,0.1542,6.807,0.5307,28.02
2024-10-05 15:00:00+00:00,148.51,0.353,25.73,323.1,564.2,62167.66,0.10973,0.2918,2415.01,11.35,66.15,2679.0,9.48e-06,142.9,1.7068,5.328,0.1539,6.874,0.5304,28.07
2024-10-05 16:00:00+00:00,147.64,0.3492,25.51,320.1,561.7,61958.39,0.10887,0.2805,2404.82,11.25,65.85,2681.0,9.33e-06,142.2,1.7197,5.282,0.1536,6.844,0.5271,27.88
2024-10-05 17:00:00+00:00,147.95,0.3502,25.6,321.3,563.4,62016.01,0.10916,0.2808,2410.15,11.27,65.91,2678.0,9.41e-06,142.72,1.7498,5.288,0.1538,6.89,0.5283,27.59
2024-10-05 18:00:00+00:00,147.21,0.349,25.52,321.2,561.8,61864.0,0.1084,0.2777,2402.57,11.22,65.93,2678.0,9.29e-06,142.3,1.7418,5.26,0.1537,6.802,0.531,27.4
2024-10-05 19:00:00+00:00,147.31,0.348,25.46,320.2,560.6,61848.48,0.10809,0.2757,2396.54,11.16,65.52,2677.0,9.3e-06,142.16,1.7324,5.24,0.1536,6.779,0.5338,27.21
2024-10-05 20:00:00+00:00,146.35,0.3461,25.18,318.6,558.7,61723.38,0.10778,0.2776,2392.35,11.09,65.13,2681.0,9.17e-06,141.13,1.7032,5.201,0.1535,6.756,0.5282,27.03
2024-10-05 21:00:00+00:00,147.74,0.3472,25.39,319.7,561.3,61857.64,0.10832,0.2799,2403.38,11.19,65.55,2678.0,9.21e-06,141.69,1.7243,5.225,0.1536,6.786,0.529,27.26
2024-10-05 22:00:00+00:00,149.18,0.3503,25.62,321.4,563.9,62039.52,0.10969,0.288,2418.0,11.26,66.24,2684.0,9.35e-06,142.97,1.743,5.237,0.1536,6.844,0.5322,27.47
2024-10-05 23:00:00+00:00,148.46,0.351,25.67,321.8,563.0,62058.0,0.1094,0.2863,2414.66,11.27,66.29,2684.0,9.35e-06,142.59,1.7541,5.234,0.1535,6.829,0.5294,27.39
2024-10-06 00:00:00+00:00,147.47,0.3492,25.55,321.4,562.5,61920.0,0.10929,0.2854,2410.47,11.2,66.33,2681.0,9.33e-06,142.29,1.7318,5.212,0.1535,6.805,0.5309,27.73
2024-10-06 01:00:00+00:00,148.65,0.3522,25.81,322.9,565.7,62081.01,0.10989,0.2893,2420.68,11.3,66.63,2682.0,9.48e-06,143.49,1.7388,5.24,0.1535,6.848,0.5327,27.95
2024-10-06 02:00:00+00:00,147.84,0.3506,25.76,322.5,564.4,61966.01,0.10956,0.2849,2416.5,11.25,66.48,2683.0,9.4e-06,143.18,1.7499,5.211,0.1534,6.856,0.5314,27.9
2024-10-06 03:00:00+00:00,146.86,0.3488,25.63,321.9,561.9,61878.66,0.1086,0.286,2413.64,11.27,66.31,2678.0,9.33e-06,142.69,1.7322,5.194,0.1532,6.815,0.5291,28.2
2024-10-06 04:00:00+00:00,146.67,0.3492,25.84,322.6,562.4,61878.03,0.10877,0.2867,2415.28,11.3,66.5,2679.0,9.3e-06,142.4,1.7178,5.2,0.1532,6.796,0.529,27.92
2024-10-06 05:00:00+00:00,146.5,0.3497,25.93,323.2,562.7,61938.51,0.1087,0.2865,2417.06,11.32,66.65,2690.0,9.3e-06,142.63,1.715,5.202,0.1532,6.814,0.5306,27.99
2024-10-06 06:00:00+00:00,146.75,0.3493,26.0,322.9,562.3,61961.99,0.10856,0.2845,2416.13,11.36,66.64,2683.0,9.31e-06,143.04,1.7274,5.193,0.1533,6.819,0.5306,28.07
