,AAVEUSDT,ADAUSDT,AVAXUSDT,BCHUSDT,BNBUSDT,BTCUSDT,DOGEUSDT,ENAUSDT,ETHUSDT,LINKUSDT,LTCUSDT,PAXGUSDT,PEPEUSDT,SOLUSDT,SUIUSDT,TONUSDT,TRXUSDT,UNIUSDT,XRPUSDT,ZECUSDT
2024-11-08 09:00:00+00:00,181.11,0.4317,27.69,372.5,597.39,75947.69,0.19709,0.4977,2913.59,12.95,71.14,2679.0,1.075e-05,202.29,2.3147,4.873,0.1612,8.741,0.5499,43.48
2024-11-08 10:00:00+00:00,182.3,0.4315,28.05,374.9,598.81,76229.98,0.1973,0.5141,2923.52,12.98,71.53,2680.0,1.083e-05,203.57,2.3176,4.89,0.1614,8.734,0.5511,43.59
2024-11-08 11:00:00+00:00,182.49,0.4349,28.15,372.2,595.88,75934.46,0.19661,0.5102,2914.39,12.99,71.25,2681.0,1.078e-05,203.06,2.2995,4.907,0.1613,8.748,0.5504,43.58
2024-11-08 12:00:00+00:00,183.51,0.4407,28.24,374.3,598.8,76067.55,0.19885,0.5268,2936.48,13.31,71.9,2682.0,1.087e-05,202.66,2.3125,4.948,0.1618,8.994,0.5525,43.66
2024-11-08 13:00:00+00:00,182.63,0.4403,28.36,374.9,599.12,76268.13,0.20016,0.5235,2946.81,13.29,71.96,2688.0,1.101e-05,204.57,2.3275,4.958,0.1617,8.905,0.5532,44.88
2024-11-08 14:00:00+00:00,177.23,0.4394,28.02,372.0,596.51,75752.0,0.19537,0.498,2913.1,13.19,71.68,2684.0,1.073e-05,199.61,2.2851,4.922,0.1613,8.706,0.5507,44.68
2024-11-08 15:00:00+00:00,179.29,0.4501,28.09,372.8,597.33,76427.72,0.19709,0.4973,2937.04,13.27,72.49,2682.0,1.079e-05,200.99,2.2998,4.97,0.1612,8.79,0.5523,44.97
2024-11-08 16:00:00+00:00,178.5,0.4405,27.72,366.5,591.07,75919.3,0.19286,0.4894,2906.37,13.09,71.62,2681.0,1.045e-05,197.07,2.2234,4.887,0.1608,8.664,0.5468,45.03
2024-11-08 17:00:00+00:00,179.12,0.4471,28.13,369.0,593.4,76385.99,0.19328,0.4877,2919.5,13.23,71.91,2679.0,1.05e-05,199.14,2.2536,4.889,0.1608,8.624,0.5471,45.51
2024-11-08 18:00:00+00:00,181.13,0.4471,28.27,371.9,596.2,76812.0,0.1965,0.4952,2957.93,13.42,72.6,2682.0,1.065e-05,199.62,2.2507,4.902,0.161,8.726,0.5485,45.94
2024-11-08 19:00:00+00:00,180.44,0.4438,28.34,375.0,597.49,76912.58,0.19714,0.4978,2949.96,13.52,72.65,2676.0,1.08e-05,199.55,2.2653,4.891,0.161,8.717,0.551,46.06
2024-11-08 20:00:00+00:00,179.25,0.4407,28.35,373.3,595.22,76591.33,0.19634,0.4998,2935.0,13.44,71.98,2674.0,1.07e-05,198.47,2.2559,4.868,0.1609,8.693,0.5491,46.0
2024-11-08 21:00:00+00:00,179.91,0.4414,28.43,375.6,595.11,76483.09,0.2016,0.5052,2942.0,13.53,72.23,2671.0,1.083e-05,198.83,2.2687,4.896,0.161,8.764,0.5521,46.11
2024-11-08 22:00:00+00:00,180.78,0.4435,28.6,377.8,596.16,76369.12,0.20429,0.4986,2958.87,13.67,72.4,2672.0,1.088e-05,198.91,2.2936,4.924,0.161,8.742,0.5534,46.09
2024-11-08 23:00:00+00:00,181.94,0.4447,28.78,377.0,597.82,76509.78,0.20197,0.4957,2961.75,13.69,72.78,2671.0,1.076e-05,199.85,2.2883,4.925,0.1609,8.854,0.5537,46.19
2024-11-09 00:00:00+00:00,182.29,0.4377,29.41,375.5,607.9,76430.0,0.20185,0.5044,2982.46,13.49,72.5,2671.0,1.085e-05,199.65,2.292,4.939,0.1603,8.815,0.5513,46.86
2024-11-09 01:00:00+00:00,182.51,0.4357,28.76,372.9,627.96,76310.0,0.19861,0.5027,2986.07,13.42,72.82,2670.0,1.071e-05,199.37,2.2619,4.916,0.1601,8.76,0.5483,46.77
2024-11-09 02:00:00+00:00,182.85,0.434,28.82,374.6,629.92,76422.98,0.19937,0.4943,2975.99,13.44,72.91,2673.0,1.061e-05,199.55,2.2492,4.966,0.1601,8.732,0.549,46.07
2024-11-09 03:00:00+00:00,181.7,0.4295,28.67,370.8,635.4,76341.47,0.19942,0.4871,2965.5,13.35,72.74,2671.0,1.048e-05,198.97,2.2458,4.981,0.16,8.684,0.5464,45.88
2024-11-09 04:00:00+00:00,184.7,0.4281,29.0,371.5,627.27,76377.99,0.20038,0.4934,2972.32,13.39,72.85,2673.0,1.059e-05,199.62,2.2532,4.961,0.1602,8.806,0.5475,46.24
2024-11-09 05:00:00+00:00,186.65,0.435,29.24,376.2,633.77,76552.0,0.20229,0.5093,3039.61,13.69,73.32,2682.0,1.087e-05,200.94,2.2817,5.049,0.1603,9.087,0.5513,47.08
2024-11-09 06:00:00+00:00,193.15,0.4373,29.42,375.5,630.56,76510.0,0.205,0.5119,3036.47,13.46,73.18,2673.0,1.093e-05,200.81,2.2779,5.072,0.1601,9.099,0.5525,45.82
2024-11-09 07:00:00+00:00,192.06,0.435,29.26,374.1,628.95,76529.08,0.20925,0.5043,3030.38,13.5,73.17,2670.0,1.093e-05,200.26,2.2681,5.141,0.1602,9.041,0.553,45.67
2024-11-09 08:00:00+00:00,187.71,0.4367,29.49,377.4,631.49,76539.99,0.20956,0.5161,3025.61,13.48,73.7,2674.0,1.112e-05,201.43,2.307,5.188,0.1604,9.038,0.5538,44.98
2024-11-09 09:00:00+00:00,188.43,0.4396,29.55,376.0,629.61,76554.0,0.21099,0.513,3046.0,13.49,73.53,2666.0,1.116e-05,201.77,2.2985,5.152,0.1606,9.074,0.5524,45.23
2024-11-09 10:00:00+00:00,190.69,0.4383,29.54,374.7,626.34,76468.01,0.20878,0.5122,3048.87,13.49,73.52,2668.0,1.108e-05,203.03,2.3096,5.121,0.1606,9.095,0.5513,45.09
2024-11-09 11:00:00+00:00,193.57,0.4415,29.5,376.4,625.71,76487.11,0.20737,0.5199,3051.6,13.6,73.67,2667.0,1.119e-05,202.18,2.3143,5.214,0.1607,9.101,0.5531,44.93
2024-11-09 12:00:00+00:00,188.92,0.4392,29.05,373.9,623.25,76280.27,0.20472,0.5118,3031.08,13.46,72.97,2664.0,1.093e-05,200.01,2.2917,5.239,0.1603,8.953,0.5488,44.73
2024-11-09 13:00:00+00:00,190.54,0.4398,28.94,377.5,623.63,76426.39,0.20598,0.5234,3046.73,13.52,73.27,2666.0,1.095e-05,199.59,2.3076,5.24,0.1603,9.042,0.5488,44.54
2024-11-09 14:00:00+00:00,190.96,0.4349,28.78,378.5,618.26,76355.61,0.20463,0.5107,3040.96,13.52,72.74,2669.0,1.077e-05,198.21,2.3282,5.244,0.1604,8.992,0.547,44.61
2024-11-09 15:00:00+00:00,191.52,0.4376,28.82,382.7,616.54,76319.9,0.20549,0.5099,3040.88,13.53,72.35,2668.0,1.078e-05,198.4,2.3791,5.277,0.1605,8.946,0.5482,45.05
2024-11-09 16:00:00+00:00,189.96,0.4388,28.81,379.7,619.36,76087.18,0.20525,0.5143,3028.28,13.42,72.48,2669.0,1.071e-05,196.75,2.3603,5.24,0.1603,8.924,0.5484,44.85
2024-11-09 17:00:00+00:00,190.56,0.4405,28.86,379.4,618.55,76238.77,0.20697,0.5167,3036.71,13.45,72.36,2668.0,1.077e-05,198.01,2.3793,5.211,0.1605,8.926,0.5492,44.92
2024-11-09 18:00:00+00:00,191.14,0.4405,28.95,381.4,618.29,76356.53,0.20997,0.5197,3049.51,13.58,72.45,2667.0,1.083e-05,198.81,2.4415,5.233,0.1608,9.035,0.5504,44.85
2024-11-09 19:00:00+00:00,196.24,0.4395,29.0,379.3,615.98,76204.92,0.20788,0.5235,3070.39,13.54,72.03,2670.0,1.076e-05,197.75,2.4818,5.204,0.1608,9.081,0.55,44.72
2024-11-09 20:00:00+00:00,195.5,0.4424,29.36,382.2,618.94,76294.0,0.20945,0.5532,3086.27,13.57,72.47,2669.0,1.085e-05,198.51,2.6104,5.247,0.1609,8.993,0.5519,44.9
2024-11-09 21:00:00+00:00,194.73,0.4457,29.26,386.0,620.32,76451.6,0.21407,0.5576,3076.97,13.49,72.47,2669.0,1.089e-05,198.33,2.5808,5.234,0.1611,9.012,0.5522,45.05
2024-11-09 22:00:00+00:00,198.89,0.4672,29.76,388.2,623.71,76519.9,0.21398,0.5517,3134.37,13.75,73.13,2673.0,1.118e-05,200.05,2.8139,5.275,0.1613,9.318,0.555,45.8
2024-11-09 23:00:00+00:00,195.35,0.4967,30.36,405.0,624.66,76677.46,0.2189,0.5494,3126.21,13.78,73.98,2664.0,1.12e-05,199.89,2.7477,5.241,0.1621,9.244,0.5593,46.08
2024-11-10 00:00:00+00:00,194.38,0.5109,29.91,397.5,626.09,76884.01,0.22653,0.5429,3121.59,13.75,74.49,2667.0,1.111e-05,200.49,2.719,5.258,0.1614,9.134,0.559,45.55
2024-11-10 01:00:00+00:00,193.37,0.5187,30.07,396.7,624.28,76702.31,0.22442,0.5517,3119.24,13.81,74.24,2666.0,1.121e-05,200.1,2.752,5.341,0.1613,9.141,0.572,45.85
2024-11-10 02:00:00+00:00,194.45,0.517,30.37,416.0,626.79,77033.99,0.22393,0.5757,3126.99,13.9,74.94,2667.0,1.131e-05,202.39,2.8024,5.345,0.1616,9.161,0.5699,45.86
2024-11-10 03:00:00+00:00,195.1,0.5328,30.47,429.6,627.66,77205.96,0.22843,0.5831,3134.82,13.93,75.41,2664.0,1.136e-05,201.42,2.8207,5.434,0.1619,9.212,0.5713,44.99
2024-11-10 04:00:00+00:00,198.55,0.5642,31.71,433.7,633.8,79122.02,0.23197,0.5773,3181.02,14.39,76.5,2663.0,1.152e-05,204.96,2.8548,5.452,0.1625,9.424,0.5771,45.41
2024-11-10 05:00:00+00:00,193.37,0.5795,31.66,426.2,631.6,79064.16,0.2267,0.566,3180.4,14.42,76.46,2662.0,1.141e-05,206.87,2.8289,5.418,0.1635,9.41,0.5846,45.96
2024-11-10 06:00:00+00:00,191.26,0.5765,31.48,426.7,630.17,78903.42,0.22685,0.5563,3178.65,14.41,75.65,2665.0,1.135e-05,205.72,2.8182,5.425,0.1642,9.309,0.5807,46.96
2024-11-10 07:00:00+00:00,192.38,0.5843,31.52,427.4,629.53,78832.37,0.22668,0.5572,3185.89,14.49,76.07,2666.0,1.141e-05,205.06,2.9275,5.448,0.1644,9.228,0.5853,46.6
2024-11-10 08:00:00+00:00,192.03,0.5788,31.55,428.4,633.32,79130.1,0.22922,0.5616,3182.59,14.44,76.51,2664.0,1.159e-05,205.31,2.9885,5.467,0.1652,9.239,0.5842,46.91
2024-11-10 09:00:00+00:00,192.55,0.5867,31.77,429.9,634.76,79368.0,0.23405,0.5708,3187.6,14.47,76.78,2663.0,1.179e-05,205.31,3.0389,5.53,0.1655,9.201,0.5851,47.05
2024-11-10 10:00:00+00:00,192.08,0.5855,31.94,429.1,634.81,79540.74,0.23972,0.5719,3200.26,14.57,77.21,2661.0,1.188e-05,205.35,2.972,5.494,0.1656,9.196,0.5863,47.12
2024-11-10 11:00:00+00:00,193.86,0.5874,31.99,433.8,641.53,79844.01,0.24216,0.5735,3220.0,14.57,77.27,2660.0,1.207e-05,206.59,3.0325,5.526,0.1657,9.304,0.5864,48.09
2024-11-10 12:00:00+00:00,193.05,0.6388,32.23,435.2,637.18,79654.0,0.24619,0.5595,3195.06,14.64,77.57,2657.0,1.208e-05,205.49,2.9997,5.459,0.1656,9.457,0.6068,46.88
2024-11-10 13:00:00+00:00,193.55,0.6148,32.66,447.8,638.99,79728.01,0.24742,0.5562,3201.8,14.72,78.01,2657.0,1.235e-05,206.63,2.968,5.46,0.1661,9.455,0.6107,47.31
2024-11-10 14:00:00+00:00,192.19,0.5973,31.9,440.5,634.2,79508.01,0.24025,0.5461,3195.41,14.52,77.28,2659.0,1.221e-05,206.54,2.9461,5.382,0.1655,9.388,0.5989,46.27
2024-11-10 15:00:00+00:00,192.89,0.599,32.34,439.0,639.91,79694.03,0.24702,0.5481,3209.53,14.58,77.66,2655.0,1.254e-05,212.23,3.0015,5.427,0.1658,9.38,0.6046,47.07
2024-11-10 16:00:00+00:00,193.38,0.6079,32.84,451.4,639.01,79775.99,0.26368,0.5547,3212.0,14.7,77.98,2649.0,1.263e-05,211.05,3.0281,5.44,0.1662,9.442,0.6044,46.77
2024-11-10 17:00:00+00:00,192.77,0.6232,32.78,447.6,639.53,80333.01,0.27183,0.5616,3210.01,14.7,77.8,2652.0,1.261e-05,212.75,3.0441,5.433,0.1661,9.402,0.6059,46.98
2024-11-10 18:00:00+00:00,192.92,0.6166,32.86,448.3,636.27,80538.04,0.27744,0.5584,3218.26,14.68,77.97,2650.0,1.267e-05,212.25,3.0343,5.459,0.1666,9.429,0.6081,47.4
2024-11-10 19:00:00+00:00,189.37,0.6126,32.03,443.2,629.3,79748.99,0.27088,0.5534,3164.27,14.41,76.56,2655.0,1.229e-05,208.47,2.9503,5.305,0.1652,9.186,0.5957,46.46
2024-11-10 20:00:00+00:00,184.81,0.5716,30.72,429.8,618.83,78950.01,0.25829,0.5401,3117.36,14.02,74.71,2650.0,1.178e-05,202.49,2.8657,5.188,0.1637,8.923,0.5802,45.37
2024-11-10 21:00:00+00:00,190.54,0.5879,31.53,434.1,625.01,79873.97,0.27063,0.5459,3169.33,14.23,75.73,2648.0,1.221e-05,207.33,3.0178,5.234,0.1638,9.083,0.5866,45.63
2024-11-10 22:00:00+00:00,189.9,0.5908,32.07,439.7,626.59,80614.01,0.27752,0.5513,3184.36,14.22,76.13,2651.0,1.217e-05,210.53,3.0418,5.272,0.1641,9.189,0.5899,45.77
2024-11-10 23:00:00+00:00,190.06,0.5901,31.89,441.3,627.33,80370.01,0.27778,0.5548,3183.21,14.25,76.58,2664.0,1.232e-05,210.07,3.0331,5.274,0.1639,9.212,0.5884,45.49
2024-11-11 00:00:00+00:00,189.19,0.5933,32.14,447.5,637.97,80579.99,0.29002,0.5627,3193.5,14.4,77.44,2665.0,1.236e-05,210.67,3.1113,5.346,0.1647,9.279,0.5927,46.17
2024-11-11 01:00:00+00:00,189.59,0.6022,32.06,448.3,639.85,81214.0,0.29275,0.5524,3199.2,14.4,77.44,2653.0,1.266e-05,210.49,3.1138,5.34,0.1649,9.298,0.592,47.52
2024-11-11 02:00:00+00:00,192.03,0.598,32.45,444.9,638.22,81431.17,0.29435,0.5686,3202.28,14.54,77.43,2652.0,1.297e-05,211.45,3.1974,5.431,0.1656,9.364,0.5961,47.26
2024-11-11 03:00:00+00:00,189.57,0.5982,32.24,442.9,637.61,81612.23,0.29309,0.5691,3195.07,14.43,77.17,2651.0,1.281e-05,210.0,3.2649,5.415,0.1657,9.326,0.5943,46.79
2024-11-11 04:00:00+00:00,190.27,0.5943,31.94,441.2,633.16,81440.01,0.296,0.5682,3180.2,14.16,76.93,2651.0,1.265e-05,207.89,3.2068,5.382,0.1656,9.281,0.5907,46.53
2024-11-11 05:00:00+00:00,184.65,0.5733,31.03,426.6,619.4,80731.99,0.2775,0.5532,3129.62,13.75,75.25,2648.0,1.192e-05,206.14,3.1292,5.227,0.1641,8.85,0.5744,44.98
2024-11-11 06:00:00+00:00,185.92,0.5721,31.13,426.9,617.32,80900.68,0.27897,0.5686,3137.65,13.76,75.43,2650.0,1.202e-05,207.06,3.1438,5.245,0.164,8.885,0.5754,45.5
2024-11-11 07:00:00+00:00,186.66,0.5734,31.34,430.1,615.99,81109.1,0.28159,0.5654,3140.16,13.81,75.57,2651.0,1.205e-05,208.01,3.1671,5.276,0.1644,8.948,0.5773,45.26
2024-11-11 08:00:00+00:00,186.17,0.5831,31.35,431.3,622.7,81239.53,0.28064,0.5922,3149.28,13.9,76.33,2646.0,1.21e-05,208.77,3.1756,5.282,0.1648,8.908,0.5811,45.46
2024-11-11 09:00:00+00:00,187.96,0.588,31.5,434.1,622.33,81695.33,0.28139,0.5969,3173.99,13.97,76.79,2644.0,1.218e-05,211.05,3.1727,5.312,0.1648,8.909,0.5831,45.57
2024-11-11 10:00:00+00:00,188.11,0.593,31.78,435.2,625.73,81984.19,0.28842,0.5979,3190.99,14.09,76.7,2646.0,1.236e-05,215.7,3.2038,5.321,0.165,8.952,0.5867,45.21
2024-11-11 11:00:00+00:00,189.3,0.5968,32.15,437.2,626.1,82134.0,0.29309,0.6243,3197.79,14.13,76.8,2644.0,1.245e-05,217.62,3.2595,5.343,0.1652,9.061,0.5874,45.6
2024-11-11 12:00:00+00:00,187.61,0.6169,32.37,434.2,620.58,82168.91,0.28914,0.634,3172.64,14.02,76.7,2636.0,1.217e-05,216.03,3.204,5.289,0.1651,8.93,0.5831,44.67
2024-11-11 13:00:00+00:00,186.07,0.5942,32.04,433.0,617.1,81835.74,0.28545,0.6449,3152.19,13.92,76.72,2614.0,1.202e-05,217.04,3.2084,5.306,0.1648,8.866,0.5793,44.4
2024-11-11 14:00:00+00:00,186.28,0.5921,32.25,438.0,619.96,82484.9,0.29112,0.6344,3182.8,14.02,77.76,2610.0,1.207e-05,218.81,3.2647,5.311,0.165,8.935,0.5823,44.56
2024-11-11 15:00:00+00:00,188.09,0.6011,32.48,448.4,625.85,84059.54,0.30982,0.6307,3236.98,14.31,78.48,2596.0,1.245e-05,219.0,3.234,5.359,0.1654,9.059,0.5904,44.74
2024-11-11 16:00:00+00:00,190.81,0.5989,33.31,447.8,634.05,84200.0,0.32405,0.6379,3276.7,14.44,78.05,2600.0,1.26e-05,218.0,3.1884,5.398,0.1661,9.164,0.5889,44.15
2024-11-11 17:00:00+00:00,190.01,0.5988,34.02,440.5,635.48,84603.99,0.32095,0.6484,3294.2,14.61,78.02,2592.0,1.329e-05,219.09,3.1944,5.435,0.1662,9.222,0.5924,44.5
2024-11-11 18:00:00+00:00,190.3,0.6,34.36,441.6,637.8,85831.99,0.32369,0.6405,3323.61,14.66,78.47,2597.0,1.312e-05,219.3,3.1854,5.424,0.1663,9.189,0.5955,44.85
2024-11-11 19:00:00+00:00,188.2,0.5972,33.96,444.3,635.17,86102.21,0.31782,0.6373,3300.2,14.56,78.34,2596.0,1.298e-05,217.82,3.1493,5.366,0.1667,9.111,0.5987,44.04
2024-11-11 20:00:00+00:00,190.88,0.6062,34.21,447.9,637.95,86922.65,0.32122,0.6366,3353.78,14.71,78.85,2603.0,1.321e-05,218.75,3.225,5.41,0.167,9.208,0.6188,44.41
2024-11-11 21:00:00+00:00,189.32,0.6088,34.35,448.8,635.95,87900.01,0.33061,0.6379,3323.49,14.58,78.63,2603.0,1.299e-05,218.89,3.2166,5.42,0.167,9.107,0.6143,44.29
2024-11-11 22:00:00+00:00,191.62,0.5998,35.04,476.1,639.39,87979.28,0.32741,0.6254,3341.8,14.7,79.18,2601.0,1.292e-05,220.26,3.2031,5.422,0.1672,9.117,0.618,44.36
2024-11-11 23:00:00+00:00,193.47,0.6132,35.71,472.6,659.63,88647.99,0.35136,0.6353,3371.59,14.91,80.03,2608.0,1.299e-05,222.13,3.2726,5.497,0.1677,9.332,0.6207,45.29
2024-11-12 00:00:00+00:00,190.35,0.5969,35.73,467.7,652.17,88978.57,0.36386,0.6222,3342.46,14.73,79.43,2601.0,1.279e-05,220.46,3.1533,5.45,0.1676,9.219,0.6118,44.39
2024-11-12 01:00:00+00:00,187.72,0.5876,36.01,459.6,658.84,88542.51,0.35493,0.6114,3317.99,14.66,78.7,2599.0,1.271e-05,218.98,3.1338,5.457,0.1677,9.179,0.6019,44.05
2024-11-12 02:00:00+00:00,191.64,0.5859,35.38,456.8,648.67,87694.53,0.3531,0.6085,3306.04,14.7,78.66,2599.0,1.261e-05,217.58,3.1277,5.457,0.1677,10.176,0.6041,42.9
2024-11-12 03:00:00+00:00,193.05,0.5931,35.97,458.1,653.81,88047.46,0.36362,0.6128,3335.6,14.77,79.16,2602.0,1.276e-05,220.64,3.1638,5.51,0.1683,9.854,0.6059,42.48
2024-11-12 04:00:00+00:00,189.52,0.5877,35.1,455.4,650.31,88430.57,0.39173,0.5991,3326.57,14.6,78.56,2594.0,1.298e-05,218.44,3.1393,5.464,0.1681,9.718,0.605,42.07
2024-11-12 05:00:00+00:00,187.93,0.5867,35.68,455.5,650.18,88378.46,0.39974,0.5972,3329.01,14.7,78.02,2588.0,1.342e-05,217.77,3.1243,5.519,0.1675,9.61,0.6009,42.51
2024-11-12 06:00:00+00:00,188.88,0.5969,37.12,459.5,649.17,89545.46,0.40669,0.6037,3379.87,14.79,78.77,2591.0,1.425e-05,219.92,3.1817,5.555,0.1681,9.6,0.6076,42.98
2024-11-12 07:00:00+00:00,188.92,0.6113,36.42,458.5,648.57,88983.35,0.41191,0.6178,3368.72,14.84,79.64,2584.0,1.443e-05,221.84,3.1163,5.554,0.1682,9.707,0.6158,43.49
2024-11-12 08:00:00+00:00,191.93,0.643,37.43,471.8,655.22,89280.01,0.43257,0.6191,3420.64,15.15,82.4,2578.0,1.479e-05,224.86,3.1485,5.68,0.1709,9.834,0.6856,44.33
2024-11-12 09:00:00+00:00,184.38,0.6039,35.5,446.5,635.97,87630.89,0.4024,0.5931,3358.53,14.66,78.85,2565.0,1.379e-05,215.7,2.9763,5.42,0.1649,9.446,0.647,42.28
2024-11-12 10:00:00+00:00,180.11,0.5819,34.38,436.6,624.81,86787.51,0.38396,0.5933,3281.13,14.21,76.77,2559.0,1.308e-05,213.16,2.9647,5.239,0.1742,9.205,0.6321,41.6
2024-11-12 11:00:00+00:00,180.44,0.5852,34.43,435.2,626.52,87155.55,0.39573,0.5927,3282.42,14.2,76.92,2557.0,1.311e-05,211.13,2.9921,5.287,0.1766,9.154,0.6472,40.49
2024-11-12 12:00:00+00:00,176.99,0.5711,33.86,428.1,622.51,86348.01,0.36928,0.5877,3251.0,13.96,75.73,2588.0,1.28e-05,208.93,2.9445,5.229,0.1773,8.942,0.6426,40.47
2024-11-12 13:00:00+00:00,176.52,0.5723,33.72,427.1,623.13,86330.52,0.36462,0.5889,3261.54,14.0,75.66,2587.0,1.286e-05,209.62,2.9796,5.252,0.176,8.977,0.6408,41.23
2024-11-12 14:00:00+00:00,180.06,0.5811,34.53,432.2,629.88,87001.51,0.3824,0.6017,3285.25,14.2,76.42,2590.0,1.31e-05,213.3,3.0486,5.314,0.1772,8.992,0.6667,41.61
2024-11-12 15:00:00+00:00,177.39,0.5708,33.89,429.7,625.44,86632.0,0.37202,0.5983,3261.65,13.94,75.7,2569.0,1.279e-05,210.53,3.0333,5.286,0.1793,8.826,0.6787,41.62
2024-11-12 16:00:00+00:00,178.72,0.5703,33.45,431.5,623.57,87030.31,0.36292,0.5986,3253.0,13.95,75.86,2572.0,1.276e-05,211.58,3.0998,5.274,0.1784,8.833,0.6828,40.66
2024-11-12 17:00:00+00:00,177.05,0.5695,33.66,429.4,622.81,86966.07,0.37282,0.5907,3228.43,13.9,75.57,2569.0,1.283e-05,209.62,3.0905,5.294,0.183,8.791,0.679,40.54
2024-11-12 18:00:00+00:00,180.55,0.5794,34.24,436.6,630.79,88796.41,0.39426,0.5999,3282.41,14.13,77.06,2569.0,1.355e-05,213.25,3.1249,5.383,0.185,8.916,0.6968,41.32
2024-11-12 19:00:00+00:00,181.25,0.5765,34.24,436.6,628.3,88704.28,0.3822,0.5984,3272.82,14.13,76.75,2565.0,1.361e-05,213.17,3.1099,5.406,0.1878,8.927,0.6924,41.02
2024-11-12 20:00:00+00:00,180.84,0.5749,34.17,437.5,627.19,89473.1,0.37799,0.5826,3286.0,14.06,76.88,2568.0,1.365e-05,212.86,3.1,5.457,0.1894,8.894,0.7041,41.33
2024-11-12 21:00:00+00:00,181.08,0.5785,34.38,438.5,629.56,88240.32,0.37736,0.5918,3278.24,14.11,77.38,2568.0,1.359e-05,212.94,3.1899,5.543,0.1862,8.953,0.7232,41.8
2024-11-12 22:00:00+00:00,182.5,0.5867,35.11,443.8,634.75,88592.0,0.39581,0.6063,3288.4,14.29,78.3,2557.0,1.453e-05,215.05,3.278,5.532,0.1865,9.103,0.7154,42.72
2024-11-12 23:00:00+00:00,179.17,0.5709,33.96,432.3,625.33,87952.01,0.37985,0.5911,3243.8,13.95,76.69,2559.0,1.413e-05,211.64,3.2151,5.469,0.1873,8.942,0.704,41.98
2024-11-13 00:00:00+00:00,177.71,0.5612,34.13,430.1,625.21,88040.0,0.40267,0.5776,3249.25,13.94,76.66,2560.0,1.42e-05,210.54,3.109,5.489,0.1879,8.89,0.7058,41.75
2024-11-13 01:00:00+00:00,179.27,0.5581,33.8,428.9,619.53,88253.53,0.38624,0.5688,3271.01,13.92,75.91,2571.0,1.4e-05,210.39,3.0683,5.479,0.1847,8.896,0.6986,41.75
2024-11-13 02:00:00+00:00,177.25,0.5534,33.23,428.2,617.95,87868.0,0.38718,0.5618,3252.01,13.74,75.59,2582.0,1.37e-05,207.4,2.9992,5.431,0.1837,8.767,0.688,40.03
2024-11-13 03:00:00+00:00,173.29,0.5352,32.36,417.3,606.1,87136.0,0.37116,0.5411,3207.99,13.4,73.75,2571.0,1.308e-05,203.18,2.9263,5.289,0.1782,8.511,0.667,39.29
2024-11-13 04:00:00+00:00,173.14,0.5335,32.1,414.0,605.98,87172.01,0.36637,0.5371,3190.06,13.43,73.23,2573.0,1.285e-05,205.24,2.9208,5.246,0.1783,8.472,0.6605,39.34
2024-11-13 05:00:00+00:00,169.99,0.5285,31.68,407.4,602.99,86545.99,0.36217,0.5294,3140.91,13.23,72.65,2569.0,1.274e-05,204.52,2.9234,5.217,0.1764,8.358,0.6468,38.76
2024-11-13 06:00:00+00:00,169.46,0.5253,31.69,407.2,602.59,86500.0,0.36394,0.5293,3126.96,13.18,72.59,2569.0,1.271e-05,202.25,2.9251,5.181,0.1754,8.34,0.6484,38.66
2024-11-13 07:00:00+00:00,172.48,0.534,32.05,414.0,607.52,87356.0,0.3775,0.5474,3160.89,13.38,73.47,2572.0,1.298e-05,205.22,2.9774,5.253,0.1778,8.474,0.6609,39.39
2024-11-13 08:00:00+00:00,172.0,0.5323,31.93,413.6,609.29,87228.68,0.37713,0.5597,3158.75,13.34,73.2,2577.0,1.288e-05,205.84,3.0114,5.235,0.1765,8.427,0.6612,39.38
2024-11-13 09:00:00+00:00,171.71,0.5329,31.94,411.8,607.29,87400.02,0.376,0.5506,3162.0,13.34,72.86,2582.0,1.296e-05,206.3,3.0751,5.222,0.1757,8.401,0.6589,39.6
2024-11-13 10:00:00+00:00,173.41,0.5379,32.14,412.3,606.59,87535.55,0.38851,0.5571,3167.62,13.46,73.28,2575.0,1.319e-05,207.22,3.1805,5.284,0.1755,8.489,0.6694,39.82
2024-11-13 11:00:00+00:00,174.0,0.5378,32.23,413.4,610.08,87669.39,0.38849,0.5517,3168.0,13.49,73.46,2584.0,1.335e-05,207.71,3.1846,5.273,0.1758,8.471,0.6765,39.78
2024-11-13 12:00:00+00:00,173.24,0.5349,32.35,410.9,609.32,87626.96,0.38712,0.5504,3164.4,13.4,73.1,2594.0,1.354e-05,207.47,3.1616,5.293,0.1756,8.429,0.6733,39.92
2024-11-13 13:00:00+00:00,179.73,0.5646,33.35,421.1,619.11,89152.01,0.39682,0.5646,3215.28,13.86,74.97,2595.0,1.785e-05,212.42,3.2083,5.382,0.1787,8.69,0.6998,40.4
2024-11-13 14:00:00+00:00,186.79,0.6053,34.75,437.8,637.37,91508.0,0.42415,0.643,3320.2,14.38,76.79,2588.0,1.84e-05,216.71,3.2768,5.457,0.1802,9.101,0.712,40.99
2024-11-13 15:00:00+00:00,183.74,0.5952,34.74,439.1,628.82,92540.01,0.41991,0.6171,3309.28,14.22,76.55,2590.0,1.933e-05,216.4,3.4193,5.405,0.1811,9.071,0.7125,40.6
