,AAVEUSDT,ADAUSDT,AVAXUSDT,BCHUSDT,BNBUSDT,BTCUSDT,DOGEUSDT,ENAUSDT,ETHUSDT,LINKUSDT,LTCUSDT,PAXGUSDT,PEPEUSDT,PUMPUSDT,SOLUSDT,SUIUSDT,TONUSDT,TRXUSDT,UNIUSDT,XRPUSDT,ZECUSDT
2023-08-07 00:00:00+00:00,64.94,0.291,12.47,237.7,242.1,29211.06,0.07354,,1829.1,7.324,82.49,1944.0,1.11e-06,,23.12,0.5831,,0.07685,5.876,0.6236,29.2
2023-08-08 00:00:00+00:00,66.27,0.2974,12.68,238.4,245.2,29770.42,0.07496,,1856.3,7.461,83.86,1930.0,1.17e-06,,24.22,0.594,,0.07677,6.081,0.6418,29.53
2023-08-09 00:00:00+00:00,67.34,0.3013,12.62,238.7,243.8,29581.99,0.07541,,1855.35,7.678,84.08,1920.0,1.24e-06,,24.38,0.5951,,0.07674,6.249,0.6433,29.51
2023-08-10 00:00:00+00:00,67.09,0.2965,12.48,231.9,241.5,29455.75,0.07588,,1852.47,7.619,83.14,1917.0,1.24e-06,,24.62,0.6053,,0.07734,6.191,0.6331,29.47
2023-08-11 00:00:00+00:00,65.96,0.2933,12.44,229.1,239.7,29426.03,0.07574,,1848.84,7.492,83.58,1910.0,1.25e-06,,24.62,0.6049,,0.07723,6.201,0.6318,29.63
2023-08-12 00:00:00+00:00,66.2,0.2919,12.39,228.7,240.3,29430.17,0.0767,,1849.93,7.442,83.47,1904.0,1.36e-06,,24.91,0.6074,,0.07751,6.224,0.6276,29.23
2023-08-13 00:00:00+00:00,65.65,0.2894,12.27,228.4,240.2,29303.84,0.07479,,1840.73,7.369,81.92,1906.0,1.36e-06,,24.23,0.5983,,0.07711,6.086,0.6256,29.93
2023-08-14 00:00:00+00:00,65.56,0.2906,12.37,230.2,240.4,29430.93,0.07469,,1845.5,7.412,82.11,1902.0,1.4e-06,,25.18,0.5993,,0.07748,6.261,0.6343,29.63
2023-08-15 00:00:00+00:00,63.52,0.282,11.83,228.9,236.7,29200.0,0.07093,,1828.98,7.043,79.26,1899.0,1.26e-06,,23.9,0.5606,,0.07634,5.953,0.6104,28.14
2023-08-16 00:00:00+00:00,60.38,0.2747,11.38,208.2,232.0,28730.51,0.06717,,1807.81,6.762,74.56,1894.0,1.16e-06,,22.82,0.5271,,0.07465,5.459,0.5889,26.73
2023-08-17 00:00:00+00:00,55.43,0.2553,10.57,184.2,218.1,26623.41,0.06102,,1681.49,6.189,64.77,1871.0,1.08e-06,,21.66,0.475,,0.07265,4.989,0.5064,24.31
2023-08-18 00:00:00+00:00,55.84,0.264,10.81,187.5,216.1,26054.0,0.06326,,1661.59,6.176,63.98,1874.0,1.08e-06,,21.34,0.484,,0.07297,4.907,0.5062,24.39
2023-08-19 00:00:00+00:00,56.59,0.2688,10.81,187.1,216.8,26100.01,0.06379,,1669.67,6.181,64.18,1875.0,1.13e-06,,21.9,0.5598,,0.07408,4.909,0.5199,24.9
2023-08-20 00:00:00+00:00,57.12,0.2703,10.86,188.9,216.5,26189.99,0.06384,,1685.24,6.22,65.25,1876.0,1.12e-06,,21.77,0.5437,,0.07591,4.903,0.5384,25.13
2023-08-21 00:00:00+00:00,55.55,0.2628,10.36,185.7,210.4,26126.92,0.06252,,1667.55,6.174,67.0,1879.0,1.09e-06,,21.2,0.5142,,0.0751,4.765,0.5245,24.85
2023-08-22 00:00:00+00:00,54.94,0.2588,10.15,184.9,210.9,26056.0,0.06259,,1634.99,6.112,64.83,1888.0,1.08e-06,,20.59,0.5359,,0.07548,4.67,0.521,24.98
2023-08-23 00:00:00+00:00,57.18,0.2681,10.33,193.8,216.6,26432.72,0.06379,,1679.61,6.352,65.64,1910.0,1.11e-06,,21.74,0.6019,,0.0776,4.765,0.5301,25.48
2023-08-24 00:00:00+00:00,57.49,0.2659,10.12,194.2,219.0,26180.05,0.06308,,1661.16,6.084,64.88,1909.0,9.5e-07,,21.06,0.5727,,0.07664,4.659,0.5187,24.79
2023-08-25 00:00:00+00:00,56.96,0.2612,10.04,192.1,218.4,26060.01,0.06312,,1653.8,6.014,65.13,1903.0,8.8e-07,,20.42,0.5569,,0.07724,4.551,0.5258,25.03
2023-08-26 00:00:00+00:00,56.69,0.261,10.09,190.1,216.5,26017.37,0.06289,,1647.04,6.006,65.01,1904.0,8.6e-07,,20.29,0.5879,,0.07745,4.601,0.5231,24.9
2023-08-27 00:00:00+00:00,58.35,0.2634,10.2,197.8,218.4,26101.77,0.06318,,1658.33,6.03,65.39,1899.0,9e-07,,20.79,0.5838,,0.07755,4.685,0.5236,25.1
2023-08-28 00:00:00+00:00,58.27,0.2676,10.37,190.7,218.8,26120.0,0.06345,,1653.08,5.981,65.52,1905.0,8.6e-07,,20.56,0.5477,,0.07634,4.672,0.5232,25.35
2023-08-29 00:00:00+00:00,59.58,0.2726,10.81,225.2,226.9,27716.34,0.0664,,1729.42,6.194,68.86,1913.0,9e-07,,21.79,0.5454,,0.07732,4.799,0.5398,26.39
2023-08-30 00:00:00+00:00,57.77,0.2654,10.41,215.9,223.8,27299.99,0.06588,,1705.23,5.925,67.65,1923.0,8.6e-07,,20.82,0.5255,,0.07562,4.64,0.5284,26.25
2023-08-31 00:00:00+00:00,55.56,0.2554,9.98,207.6,216.7,25940.78,0.06376,,1645.76,5.879,63.89,1918.0,8e-07,,19.74,0.5005,,0.07673,4.372,0.511,24.76
2023-09-01 00:00:00+00:00,54.53,0.2551,9.92,199.6,213.7,25805.05,0.06388,,1629.12,5.941,62.98,1917.0,7.7e-07,,19.33,0.4889,,0.07608,4.262,0.498,24.22
2023-09-02 00:00:00+00:00,55.22,0.2562,9.92,195.0,214.4,25869.51,0.06348,,1637.03,5.972,64.59,1914.0,7.8e-07,,19.5,0.4909,,0.07702,4.4,0.4988,24.74
2023-09-03 00:00:00+00:00,54.8,0.2559,9.88,196.1,214.4,25971.21,0.06317,,1635.84,6.027,63.93,1917.0,8e-07,,19.57,0.484,,0.07703,4.411,0.5047,24.75
2023-09-04 00:00:00+00:00,54.7,0.2561,9.81,193.9,215.2,25826.02,0.06326,,1630.51,6.012,63.75,1920.0,8e-07,,19.52,0.4831,,0.07751,4.443,0.5087,24.54
2023-09-05 00:00:00+00:00,55.54,0.2578,9.91,192.1,214.6,25792.1,0.06402,,1634.45,6.137,63.15,1912.0,8.1e-07,,20.26,0.4907,,0.07746,4.38,0.5056,24.64
2023-09-06 00:00:00+00:00,55.13,0.2577,9.95,193.1,215.2,25759.95,0.06365,,1633.15,6.302,62.87,1898.0,7.9e-07,,19.64,0.4817,,0.07893,4.461,0.5033,25.15
2023-09-07 00:00:00+00:00,56.33,0.2579,10.1,193.6,217.1,26255.0,0.06365,,1648.11,6.387,63.71,1908.0,8.1e-07,,19.92,0.4858,,0.07917,4.477,0.505,25.34
2023-09-08 00:00:00+00:00,56.5,0.2544,9.93,193.1,214.7,25910.5,0.06371,,1636.44,6.28,62.61,1903.0,7.9e-07,,19.61,0.4814,,0.07915,4.366,0.505,25.04
2023-09-09 00:00:00+00:00,56.21,0.2533,9.84,193.1,214.1,25901.61,0.06339,,1635.54,6.165,63.06,1898.0,7.8e-07,,19.44,0.4814,,0.07917,4.321,0.5038,25.35
2023-09-10 00:00:00+00:00,54.03,0.249,9.47,190.3,212.4,25841.61,0.0613,,1617.42,6.015,61.11,1898.0,7e-07,,18.24,0.4553,,0.0783,4.22,0.4969,24.8
2023-09-11 00:00:00+00:00,52.12,0.2421,9.23,184.2,206.1,25162.52,0.06049,,1551.85,5.829,58.85,1903.0,6.7e-07,,17.72,0.4267,,0.07755,4.112,0.4744,24.6
2023-09-12 00:00:00+00:00,53.04,0.2455,9.22,198.5,210.7,25840.1,0.0609,,1592.97,5.957,59.96,1892.0,6.7e-07,,17.92,0.4278,,0.08075,4.196,0.4804,24.78
2023-09-13 00:00:00+00:00,53.59,0.2487,9.29,199.6,212.5,26222.0,0.06126,,1607.62,6.02,61.98,1889.0,6.8e-07,,18.4,0.4426,,0.08123,4.255,0.4832,25.33
2023-09-14 00:00:00+00:00,54.37,0.2513,9.4,207.8,212.2,26522.73,0.06208,,1626.47,6.151,62.83,1894.0,6.9e-07,,18.85,0.4449,,0.08377,4.27,0.4892,25.32
2023-09-15 00:00:00+00:00,55.85,0.2505,9.43,217.2,214.1,26600.0,0.0625,,1641.29,6.367,65.89,1910.0,6.9e-07,,19.14,0.4464,,0.08405,4.351,0.5005,26.07
2023-09-16 00:00:00+00:00,59.17,0.2503,9.38,214.6,214.9,26559.67,0.06214,,1634.4,6.281,65.38,1906.0,6.7e-07,,19.12,0.4667,,0.08352,4.336,0.4998,26.05
2023-09-17 00:00:00+00:00,59.34,0.2471,9.1,209.9,216.5,26527.51,0.06147,,1622.48,6.146,63.55,1909.0,6.2e-07,,18.81,0.4345,,0.08334,4.282,0.4925,25.48
2023-09-18 00:00:00+00:00,60.56,0.2516,9.11,217.3,216.0,26762.51,0.06198,,1636.66,6.567,65.89,1921.0,6.2e-07,,19.64,0.448,,0.08388,4.363,0.503,25.39
2023-09-19 00:00:00+00:00,61.83,0.2548,9.21,218.7,217.2,27210.26,0.06268,,1643.12,6.846,67.28,1921.0,6.5e-07,,20.03,0.4542,,0.08455,4.407,0.514,25.83
2023-09-20 00:00:00+00:00,65.5,0.2517,9.05,215.4,214.4,27125.0,0.06262,,1622.26,6.905,64.55,1920.0,6.3e-07,,20.29,0.4466,,0.08444,4.363,0.5212,26.1
2023-09-21 00:00:00+00:00,62.5,0.2449,8.83,208.5,210.8,26568.08,0.06131,,1583.94,6.664,64.69,1910.0,6.2e-07,,19.46,0.4402,,0.08301,4.243,0.5071,26.09
2023-09-22 00:00:00+00:00,64.4,0.2449,8.87,207.8,211.1,26580.14,0.06152,,1593.08,6.958,64.37,1912.0,7.1e-07,,19.43,0.445,,0.08334,4.261,0.5122,26.68
2023-09-23 00:00:00+00:00,62.97,0.2461,8.9,208.2,210.5,26575.96,0.06152,,1593.86,7.189,65.07,1913.0,6.8e-07,,19.49,0.4461,,0.08362,4.28,0.5076,26.62
2023-09-24 00:00:00+00:00,61.74,0.2427,8.78,204.7,208.3,26248.38,0.06069,,1580.71,6.972,63.58,1912.0,6.7e-07,,19.36,0.439,,0.0836,4.235,0.5021,25.86
2023-09-25 00:00:00+00:00,62.23,0.2459,8.95,210.5,209.9,26304.81,0.06094,,1588.33,7.494,64.33,1908.0,7.1e-07,,19.39,0.4428,,0.08466,4.271,0.5056,26.13
2023-09-26 00:00:00+00:00,61.12,0.2455,9.04,214.6,212.6,26221.67,0.06062,,1594.01,7.356,63.8,1899.0,6.9e-07,,19.03,0.4386,,0.08471,4.26,0.5019,26.24
2023-09-27 00:00:00+00:00,60.7,0.2446,8.92,229.4,212.0,26372.99,0.06053,,1598.64,7.645,63.53,1881.0,7.3e-07,,19.14,0.4374,,0.0855,4.25,0.4993,26.07
2023-09-28 00:00:00+00:00,65.69,0.2489,9.27,238.7,215.0,27021.39,0.0615,,1652.99,7.807,65.21,1871.0,7.4e-07,,19.96,0.4474,,0.08675,4.419,0.5098,26.43
2023-09-29 00:00:00+00:00,66.06,0.2494,9.17,235.0,215.2,26906.96,0.06213,,1667.45,7.946,65.55,1864.0,8e-07,,20.28,0.4791,,0.08912,4.402,0.5215,26.69
2023-09-30 00:00:00+00:00,67.56,0.254,9.24,233.9,214.6,26962.56,0.06207,,1670.89,8.191,65.97,1868.0,8e-07,,21.37,0.4703,,0.0886,4.456,0.5149,26.91
2023-10-01 00:00:00+00:00,72.21,0.2659,9.75,242.3,218.2,27992.57,0.06319,,1733.79,8.054,68.19,1865.0,8.2e-07,,23.87,0.507,,0.09011,4.653,0.5241,28.06
2023-10-02 00:00:00+00:00,69.15,0.2591,9.31,246.3,214.6,27494.51,0.062,,1662.4,7.47,65.97,1840.0,7.5e-07,,23.37,0.4663,,0.08744,4.457,0.5123,27.29
2023-10-03 00:00:00+00:00,65.07,0.261,9.42,230.3,213.5,27426.46,0.06137,,1656.88,7.409,65.5,1827.0,7.3e-07,,23.6,0.4445,,0.09071,4.362,0.539,26.9
2023-10-04 00:00:00+00:00,66.67,0.2589,10.1,233.1,213.4,27778.57,0.06147,,1646.58,7.674,64.4,1836.0,7.2e-07,,23.13,0.4418,,0.08891,4.307,0.5326,27.13
2023-10-05 00:00:00+00:00,66.91,0.2602,10.14,230.9,210.6,27410.39,0.06086,,1611.79,7.465,64.8,1830.0,7e-07,,22.7,0.4342,,0.08824,4.306,0.5227,27.11
2023-10-06 00:00:00+00:00,68.88,0.2646,10.66,230.8,213.4,27931.09,0.06137,,1645.03,7.639,65.5,1840.0,7.2e-07,,23.41,0.4436,,0.08719,4.395,0.5255,26.73
2023-10-07 00:00:00+00:00,66.74,0.2587,10.35,230.2,212.3,27956.67,0.06143,,1633.57,7.524,65.45,1855.0,7.1e-07,,23.3,0.4427,,0.08808,4.374,0.5216,27.0
2023-10-08 00:00:00+00:00,66.04,0.2563,10.09,227.8,211.4,27917.05,0.06096,,1632.84,7.673,65.34,1864.0,7.1e-07,,23.22,0.4377,,0.08802,4.337,0.5174,26.22
2023-10-09 00:00:00+00:00,63.3,0.2513,9.54,218.4,205.8,27590.12,0.05873,,1580.13,7.276,63.07,1868.0,6.7e-07,,22.1,0.4164,,0.08613,4.144,0.5027,25.57
2023-10-10 00:00:00+00:00,64.08,0.249,9.53,212.2,208.6,27390.12,0.05913,,1567.63,7.259,63.61,1863.0,6.5e-07,,22.11,0.4158,,0.08622,4.12,0.4965,25.48
2023-10-11 00:00:00+00:00,63.29,0.2481,9.3,214.1,206.6,26875.52,0.05851,,1566.87,7.391,61.55,1876.0,6.4e-07,,22.01,0.4099,,0.08603,4.129,0.4888,25.11
2023-10-12 00:00:00+00:00,62.96,0.246,9.12,214.0,205.1,26759.63,0.05788,,1539.61,7.197,61.12,1873.0,6.2e-07,,21.28,0.4074,,0.08481,4.002,0.483,24.52
2023-10-13 00:00:00+00:00,63.69,0.2458,9.15,217.2,206.1,26862.0,0.05839,,1552.16,7.256,61.58,1917.0,6.5e-07,,21.84,0.4134,,0.08549,4.031,0.4851,24.97
2023-10-14 00:00:00+00:00,64.27,0.247,9.15,214.5,206.5,26852.48,0.05984,,1554.94,7.331,61.62,1919.0,6.4e-07,,22.0,0.4155,,0.08501,4.084,0.4865,24.95
2023-10-15 00:00:00+00:00,63.96,0.2473,9.17,215.1,209.7,27154.15,0.05931,,1557.77,7.423,61.63,1916.0,6.6e-07,,21.93,0.4105,,0.08667,4.102,0.4874,25.13
2023-10-16 00:00:00+00:00,64.79,0.2513,9.4,230.8,214.6,28500.78,0.06,,1599.42,7.525,63.19,1908.0,6.7e-07,,23.95,0.4103,,0.08885,4.119,0.4978,25.6
2023-10-17 00:00:00+00:00,62.6,0.2463,9.1,226.4,211.4,28395.91,0.05904,,1565.01,7.32,62.07,1919.0,6.4e-07,,23.93,0.3806,,0.08854,3.888,0.4912,24.61
2023-10-18 00:00:00+00:00,62.03,0.243,8.91,226.8,210.2,28320.0,0.05858,,1563.44,7.356,60.23,1941.0,6.3e-07,,23.42,0.3826,,0.08915,3.931,0.4878,24.77
2023-10-19 00:00:00+00:00,63.91,0.2469,9.06,227.3,211.2,28713.71,0.05887,,1566.57,7.304,61.78,1962.0,6.3e-07,,24.93,0.3703,,0.08999,3.929,0.5197,25.01
2023-10-20 00:00:00+00:00,65.9,0.2512,9.22,240.4,212.1,29669.04,0.0599,,1603.89,7.57,63.38,1965.0,6.5e-07,,27.03,0.3827,,0.09074,3.998,0.5149,25.26
2023-10-21 00:00:00+00:00,70.06,0.2586,9.63,244.0,214.2,29909.8,0.06119,,1628.94,8.914,64.75,1965.0,7e-07,,29.32,0.3908,,0.0916,4.141,0.5208,25.65
2023-10-22 00:00:00+00:00,79.27,0.2639,10.09,243.4,217.8,29992.46,0.0617,,1663.7,10.19,65.26,1965.0,7.4e-07,,29.05,0.4043,,0.09031,4.213,0.5226,25.87
2023-10-23 00:00:00+00:00,84.88,0.2807,10.58,262.0,228.5,33069.99,0.06742,,1765.46,10.577,69.02,1954.0,1e-06,,31.88,0.4208,,0.09219,4.378,0.5475,27.26
2023-10-24 00:00:00+00:00,83.51,0.2792,10.32,251.9,225.2,33922.73,0.0666,,1784.98,10.372,69.15,1953.0,9.3e-07,,30.17,0.4345,,0.09236,4.22,0.5588,27.51
2023-10-25 00:00:00+00:00,86.09,0.2808,10.52,254.2,222.1,34496.05,0.06832,,1787.15,11.058,68.71,1962.0,1.2e-06,,32.44,0.4369,,0.09351,4.167,0.5552,27.42
2023-10-26 00:00:00+00:00,80.73,0.2872,11.05,247.3,223.2,34151.66,0.07185,,1803.38,10.928,68.76,1966.0,1.29e-06,,32.77,0.4401,,0.09285,4.111,0.5533,27.78
2023-10-27 00:00:00+00:00,78.33,0.2893,10.59,239.3,224.1,33892.02,0.06776,,1779.4,11.185,66.99,1987.0,1.16e-06,,31.73,0.4308,,0.09353,4.024,0.543,27.31
2023-10-28 00:00:00+00:00,80.02,0.2909,10.97,245.0,225.7,34081.0,0.069,,1776.2,10.923,67.73,1986.0,1.14e-06,,31.63,0.4671,,0.09433,4.084,0.5446,27.86
2023-10-29 00:00:00+00:00,84.49,0.2954,11.37,246.1,227.1,34525.89,0.06935,,1795.14,11.081,68.79,1983.0,1.14e-06,,32.83,0.4527,,0.09489,4.153,0.5561,28.22
2023-10-30 00:00:00+00:00,83.68,0.3031,11.46,245.8,228.0,34474.73,0.06959,,1809.04,11.22,69.21,1976.0,1.18e-06,,34.94,0.4628,,0.09558,4.179,0.578,28.49
2023-10-31 00:00:00+00:00,81.44,0.293,11.33,244.9,226.2,34639.77,0.06827,,1814.67,11.353,68.89,1966.0,1.14e-06,,38.4,0.4429,,0.09715,4.148,0.5996,28.32
2023-11-01 00:00:00+00:00,89.16,0.3071,12.23,245.3,227.9,35421.43,0.06894,,1846.99,11.638,69.97,1964.0,1.19e-06,,41.15,0.4651,,0.10014,4.795,0.6085,28.66
2023-11-02 00:00:00+00:00,91.97,0.323,11.88,235.5,231.9,34941.59,0.0679,,1800.8,11.007,69.43,1963.0,1.1e-06,,40.23,0.4584,,0.09922,4.693,0.6054,27.5
2023-11-03 00:00:00+00:00,90.12,0.3292,12.11,237.6,230.2,34716.78,0.06807,,1832.71,11.46,69.45,1971.0,1.08e-06,,39.45,0.4554,,0.09722,4.653,0.6121,27.67
2023-11-04 00:00:00+00:00,90.06,0.3278,12.22,240.4,237.1,35062.07,0.06908,,1855.54,11.496,70.41,1966.0,1.11e-06,,42.41,0.5064,,0.09765,4.711,0.6149,28.16
2023-11-05 00:00:00+00:00,89.09,0.3419,12.35,237.5,244.0,35011.88,0.07108,,1891.71,12.231,71.6,1960.0,1.12e-06,,41.15,0.5001,,0.09808,4.772,0.6607,28.64
2023-11-06 00:00:00+00:00,100.22,0.3624,13.08,242.8,255.1,35046.09,0.07637,,1900.95,12.984,74.46,1956.0,1.2e-06,,42.16,0.5285,,0.09765,5.109,0.7148,29.85
2023-11-07 00:00:00+00:00,97.46,0.3512,12.81,243.9,246.2,35399.12,0.07338,,1885.27,13.04,73.41,1947.0,1.17e-06,,42.93,0.5235,,0.09658,4.928,0.685,29.26
2023-11-08 00:00:00+00:00,100.3,0.3577,12.99,245.5,246.7,35624.72,0.07534,,1888.12,14.919,73.07,1930.0,1.19e-06,,43.13,0.578,,0.09833,5.179,0.6869,30.04
2023-11-09 00:00:00+00:00,100.81,0.3684,12.96,240.1,251.6,36701.09,0.07357,,2121.32,14.603,73.83,1943.0,1.33e-06,,45.29,0.561,,0.09889,5.123,0.6665,29.52
2023-11-10 00:00:00+00:00,100.26,0.3859,14.74,239.7,251.0,37301.63,0.07539,,2077.72,15.493,73.28,1924.0,1.35e-06,,56.67,0.6095,,0.10622,5.28,0.6595,30.36
2023-11-11 00:00:00+00:00,96.98,0.3844,16.79,236.7,251.5,37130.0,0.07849,,2053.17,16.477,75.26,1920.0,1.28e-06,,56.34,0.5921,,0.108,5.393,0.6626,30.43
2023-11-12 00:00:00+00:00,99.86,0.3834,18.98,236.6,247.4,37064.13,0.07795,,2044.68,16.025,74.88,1919.0,1.23e-06,,56.28,0.6179,,0.10851,5.417,0.6613,31.18
2023-11-13 00:00:00+00:00,92.95,0.3568,16.12,234.0,241.1,36462.93,0.07456,,2053.65,14.358,71.1,1929.0,1.16e-06,,51.6,0.6005,,0.10688,5.222,0.6702,29.6
2023-11-14 00:00:00+00:00,90.79,0.3579,17.05,232.0,242.3,35551.19,0.07244,,1979.39,13.945,70.61,1942.0,1.15e-06,,56.81,0.5662,,0.10222,5.061,0.6296,29.39
2023-11-15 00:00:00+00:00,95.5,0.3788,20.7,237.8,253.7,37858.2,0.07623,,2058.48,15.027,74.03,1939.0,1.26e-06,,65.43,0.619,,0.10406,5.382,0.6481,30.37
2023-11-16 00:00:00+00:00,91.06,0.3706,21.71,234.0,242.7,36163.51,0.07947,,1961.77,13.866,70.97,1960.0,1.14e-06,,57.8,0.5652,,0.10233,5.196,0.6119,29.54
2023-11-17 00:00:00+00:00,88.74,0.3671,21.94,229.7,244.9,36613.92,0.08641,,1960.82,13.702,70.29,1967.0,1.16e-06,,58.51,0.5541,,0.10371,5.108,0.6133,29.33
2023-11-18 00:00:00+00:00,88.11,0.3772,21.99,227.3,244.8,36568.1,0.08028,,1962.6,13.75,69.86,1960.0,1.15e-06,,58.56,0.5466,,0.1029,5.064,0.6106,28.89
2023-11-19 00:00:00+00:00,91.52,0.384,22.85,230.1,246.4,37359.86,0.08046,,2011.47,14.908,70.54,1957.0,1.19e-06,,61.1,0.5633,,0.10349,5.234,0.6258,29.23
2023-11-20 00:00:00+00:00,90.24,0.3804,20.85,226.2,253.1,37448.78,0.07768,,2021.4,14.477,69.51,1961.0,1.14e-06,,56.57,0.5547,,0.10096,5.187,0.6122,28.92
2023-11-21 00:00:00+00:00,84.49,0.3566,19.02,216.4,225.5,35741.65,0.07176,,1933.01,13.359,66.15,1977.0,1.03e-06,,51.65,0.5022,,0.09612,4.85,0.5788,26.8
2023-11-22 00:00:00+00:00,95.41,0.3805,20.78,223.8,236.1,37408.34,0.07575,,2063.21,14.212,68.7,1982.0,1.1e-06,,57.56,0.5562,,0.10115,6.109,0.6109,28.5
2023-11-23 00:00:00+00:00,96.01,0.3873,20.64,225.1,233.8,37294.28,0.0762,,2062.2,14.398,69.51,1980.0,1.07e-06,,56.51,0.5885,,0.10208,6.331,0.6209,28.83
2023-11-24 00:00:00+00:00,99.17,0.3862,20.89,226.4,232.7,37713.57,0.07818,,2080.84,14.482,70.73,1985.0,1.1e-06,,56.86,0.6267,,0.10455,6.167,0.6212,29.63
2023-11-25 00:00:00+00:00,99.57,0.3941,21.36,227.6,234.4,37780.67,0.07894,,2083.09,14.762,71.87,1983.0,1.18e-06,,58.82,0.6553,,0.10895,6.167,0.6228,30.14
2023-11-26 00:00:00+00:00,97.91,0.3873,21.06,226.8,231.7,37447.43,0.07868,,2062.33,14.766,70.03,1984.0,1.11e-06,,57.57,0.6349,,0.10778,6.18,0.6157,29.55
2023-11-27 00:00:00+00:00,96.2,0.3777,20.35,223.2,227.2,37242.7,0.07884,,2027.5,14.186,69.22,1997.0,1.09e-06,,55.06,0.5933,,0.10193,6.294,0.6039,28.78
2023-11-28 00:00:00+00:00,96.92,0.3858,20.68,223.3,229.6,37818.87,0.08083,,2048.14,14.521,69.77,2023.0,1.1e-06,,58.18,0.618,,0.10295,6.167,0.6107,29.02
2023-11-29 00:00:00+00:00,96.5,0.3816,21.12,223.2,227.3,37854.64,0.08047,,2028.81,14.511,70.0,2025.0,1.06e-06,,59.31,0.601,,0.10343,6.008,0.6091,29.07
2023-11-30 00:00:00+00:00,98.26,0.3759,21.39,221.4,227.6,37723.96,0.08343,,2051.96,14.412,69.42,2023.0,1.09e-06,,59.3,0.5971,,0.10347,5.959,0.6063,29.54
2023-12-01 00:00:00+00:00,100.12,0.3844,21.87,225.1,228.5,38682.52,0.08385,,2087.24,14.988,71.57,2051.0,1.11e-06,,59.75,0.6131,,0.10306,6.016,0.6125,29.8
2023-12-02 00:00:00+00:00,104.19,0.3976,22.24,228.2,229.0,39450.35,0.08617,,2164.74,15.992,72.2,2044.0,1.17e-06,,63.66,0.6253,,0.10317,6.172,0.6208,31.4
2023-12-03 00:00:00+00:00,102.72,0.3949,21.94,230.0,228.1,39972.26,0.08571,,2192.95,15.705,72.31,2088.0,1.2e-06,,62.98,0.6153,,0.10308,6.057,0.6229,30.84
2023-12-04 00:00:00+00:00,100.0,0.4068,22.68,252.3,233.5,41991.1,0.09188,,2243.37,15.813,72.93,2026.0,1.39e-06,,61.64,0.629,,0.10384,6.111,0.6245,31.71
2023-12-05 00:00:00+00:00,98.69,0.4257,24.54,250.9,231.2,44073.32,0.09435,,2293.33,15.729,74.34,2012.0,1.61e-06,,61.03,0.6443,,0.10356,6.256,0.621,31.73
2023-12-06 00:00:00+00:00,96.3,0.4429,26.2,244.6,229.4,43762.69,0.09493,,2232.7,15.268,72.41,2007.0,1.48e-06,,61.85,0.6201,,0.10476,6.0,0.64,31.2
2023-12-07 00:00:00+00:00,98.65,0.4555,26.28,246.9,232.6,43273.14,0.09593,,2355.73,15.691,74.02,2018.0,1.53e-06,,67.74,0.6713,,0.10416,6.293,0.6432,32.03
2023-12-08 00:00:00+00:00,99.49,0.5454,30.44,253.5,238.9,44170.99,0.10164,,2358.72,16.925,78.5,2003.0,1.58e-06,,74.94,0.7029,,0.10663,6.512,0.6721,33.45
2023-12-09 00:00:00+00:00,98.65,0.5791,31.91,252.7,237.7,43713.6,0.09846,,2340.49,16.196,76.32,1997.0,1.54e-06,,72.3,0.6778,,0.10664,6.842,0.6584,33.47
2023-12-10 00:00:00+00:00,97.98,0.5948,37.14,251.1,239.8,43789.51,0.10186,,2352.39,16.367,77.18,1990.0,1.6e-06,,74.87,0.6925,,0.10784,6.605,0.6617,33.62
2023-12-11 00:00:00+00:00,91.62,0.5507,38.04,230.5,246.4,41253.4,0.09413,,2225.12,14.768,72.67,1970.0,1.42e-06,,70.25,0.6291,,0.10383,6.1,0.6187,30.4
2023-12-12 00:00:00+00:00,92.68,0.5784,37.49,231.8,254.6,41492.39,0.09381,,2203.46,14.523,72.37,1964.0,1.39e-06,,68.6,0.6597,,0.10359,6.232,0.6192,30.99
2023-12-13 00:00:00+00:00,94.75,0.6675,38.99,235.3,252.0,42869.03,0.09642,,2260.16,14.77,73.12,2011.0,1.42e-06,,70.62,0.6527,,0.1043,6.296,0.6275,30.67
2023-12-14 00:00:00+00:00,107.12,0.6433,39.3,237.3,253.3,43022.26,0.0983,,2315.32,15.37,72.93,2017.0,1.49e-06,,75.68,0.6545,,0.106,6.361,0.6316,30.63
2023-12-15 00:00:00+00:00,108.2,0.6004,39.71,227.1,244.9,41940.3,0.09303,,2220.5,14.281,70.93,2003.0,1.33e-06,,72.51,0.6175,,0.10156,6.036,0.6156,29.51
2023-12-16 00:00:00+00:00,104.77,0.6078,42.22,229.8,244.4,42278.03,0.09713,,2228.96,14.32,72.19,1995.0,1.41e-06,,73.72,0.6322,,0.10282,6.167,0.6203,29.99
2023-12-17 00:00:00+00:00,100.1,0.5804,40.62,225.9,238.8,41374.65,0.09295,,2196.52,14.013,71.18,1999.0,1.33e-06,,70.87,0.6105,,0.10203,6.063,0.6103,29.76
2023-12-18 00:00:00+00:00,99.37,0.6021,41.16,228.1,241.7,42657.8,0.09213,,2219.43,14.674,70.85,2011.0,1.31e-06,,74.42,0.6105,,0.1009,5.945,0.6125,28.93
